symbol,half_spread_bps,round_trip_bps
MSFT,0.8452411017811607,1.6904822035623215
AAPL,0.49443480364424025,0.9888696072884805
TSLA,1.095281946622392,2.190563893244784
AVGO,1.8784855455903942,3.7569710911807883
AMD,2.525146071781378,5.050292143562756
NVDA,0.5495590123082954,1.0991180246165908
SPY,0.13775790244125613,0.27551580488251226
META,1.73089127476092,3.46178254952184
QQQ,0.2258786969137824,0.4517573938275648
