hypothesis,feature,sign,weeks,ic_mean,ic_nw_t,shuffle_z,partial_ic,collapse,oos,net5_bps,net5_median_bps,net5_win,net10_bps,net10_median_bps,hc30_net5_bps,hc30_median_bps,hc100_net5_bps,hc100_median_bps,hc100_win,fdr_survive
H1_reversal,rev_1w,-1.0,498,0.014313797821737454,1.8217152704096675,6.379382582526202,0.01381052811082769,0.9648402389654072,consistent(+0.015/+0.014),12.108381085108638,-22.497135094868703,0.4538152610441767,-7.891618914891366,-42.497135094868696,11.546253211855328,-22.700894558405903,10.416017985234562,-22.700894558405903,0.4538152610441767,true
H2_lowvol,vol_20d,-1.0,498,0.006138644952372564,0.5609242602434825,3.235165556065087,0.005674276700681446,0.9243532969744991,FLIP(-0.007/+0.019),-3.1524118372278647,-17.952196329544265,0.4738955823293173,-23.152411837227856,-37.952196329544265,-3.9768004934936783,-17.952196329544265,-5.680759185404184,-17.952196329544265,0.4759036144578313,true
