frac,n_trades,directional_precision,mean_fwd_return,dollar_per_trade,total_dollar_pnl,net_per_period,sharpe_net,breakeven_cost_bps
0.01,766,0.5117493472584856,0.0025815793601255215,516.766492437103,395843.13320682093,0.004123365970904385,1.2527053058327509,15.338457432800105
0.02,1724,0.505800464037123,0.0020231596626463745,168.71299946516868,290861.2110779508,0.0030298042820619876,1.5256198828239937,12.905497208714614
0.05,4590,0.5074074074074074,0.0011325194198235277,28.844598391474104,132396.70661686614,0.0013791323605923556,0.9826688824232974,8.166245861121432
0.1,9344,0.503103595890411,0.00042083676252397593,0.278122413646691,2598.7758331146806,2.707058159494459e-05,0.027935391769434197,3.414904824504562
0.2,18718,0.5064643658510525,0.0007743441095759907,3.944406368339872,73831.39840258572,0.0007690770666936013,1.0818820975669035,6.6149837991273515
0.33,31056,0.5077279752704791,0.0007845292264039687,2.7241180248138557,84600.2093786191,0.0008812521810272822,1.6365388436499158,7.708559095299343
0.5,47084,0.5056707161668508,0.000577845567253816,1.2968926950383024,61062.89565318343,0.0006360718297206608,1.5836749930764837,7.555207100029273
