factor,feature,sign,rebals,ic_mean,ic_nw_t,shuffle_z,partial_ic,collapse,oos,gross_bps,avg_turnover,net5_mean_bps,net5_median_bps,net5_ir,net5_win,net10_mean_bps,net10_median_bps,hc100_net_mean_bps,hc100_net_median_bps,fdr_survive
H1_lowvol,lowvol,1.0,116,0.014323593955694177,0.6080011007735129,3.149869631110295,0.014594154405435402,1.0188891454601503,FLIP(-0.027/+0.055),-21.29229535454329,0.3822274965877989,-25.114570320421276,-42.33398525630454,-0.10446306009333706,0.49137931034482757,-28.936845286299246,-46.47738263246054,-22.80379470427206,10.976853877722732,true
H2_secmom_cont,sec_rel_mom,1.0,116,-0.0058340681130562375,-0.48654544853902115,-1.302453991831231,-0.009419537400861076,1.6145744647342741,consistent(-0.008/-0.004),-25.544500423138242,0.9995067824055639,-35.539568247193884,-4.542547490119537,-0.2896724766690746,0.4827586206896552,-45.534636071249544,-14.542547490119537,-40.460325698963665,-4.542547490119537,false
H2_secmom_rev,sec_rel_mom,-1.0,116,0.005834074172170135,0.4865459690827102,1.3024514546080712,0.009419535658347241,1.6145724892015558,consistent(+0.008/+0.004),25.544500423138242,0.9995067824055639,15.549432599082603,-15.457452509880463,0.12674176080558192,0.46551724137931033,5.5543647750269765,-25.457452509880465,20.470190050852377,-15.457452509880463,false
