symbol_day,symbol,day,quoted_half_spread_bps,bid_depth_lots,ask_depth_lots,touch_notional_usd,fill_rate_ceiling,n_posts,n_fills,earn_half_spread_bps_mean,net_per_fill_bps_mean,net_per_fill_bps_median,realized_adverse_bps_mean
MSFT|2025-10-24,MSFT,2025-10-24,1.1440120502603062,2.0,1.0,104442.5,0.692156862745098,2550,1765,1.1709194770471831,0.7296546995554872,1.238340184887202,0.4412647774916959
MSFT|2025-11-19,MSFT,2025-11-19,0.8238080527235515,80.0,80.0,3884560.0,0.8209379441023211,4222,3466,0.8445947188419259,-0.2653865473152771,-0.0000320995762749285,1.109981266157203
MSFT|2025-12-16,MSFT,2025-12-16,0.738575814807318,40.0,80.0,3783740.0,0.7927790490719553,3933,3118,0.75338097942426,0.5236018932191051,0.4208644799081353,0.22977908620515486
MSFT|2026-01-13,MSFT,2026-01-13,0.5353720300237851,80.0,80.0,4669050.0,0.8228699551569507,4014,3303,0.6025405416045122,-0.2531310925155064,-0.10724205471285508,0.8556716341200186
MSFT|2026-02-09,MSFT,2026-02-09,0.48851382473685123,80.0,80.0,3313960.0,0.8242667928098392,4228,3485,0.6267188412827867,0.8110523024486533,0.4850777924244515,-0.18433346116586669
MSFT|2026-03-06,MSFT,2026-03-06,0.9699085861155657,80.0,80.0,3285399.9999999995,0.817697475098448,4317,3530,0.9567861651050783,-0.04442374133367738,-0.00009437411347518708,1.0012099064387556
MSFT|2026-04-01,MSFT,2026-04-01,0.6767823062035405,80.0,80.0,2976000.0,0.8067632850241546,4140,3340,0.7760104044402316,-0.019650242482416064,-0.000029327691594592195,0.7956606469226477
MSFT|2026-04-28,MSFT,2026-04-28,0.6989585517579072,80.0,80.0,4264375.0,0.8047244094488188,3810,3066,0.713827588804955,0.626072448995802,0.5859466561401884,0.08775513980915306
MSFT|2026-05-22,MSFT,2026-05-22,0.8369701679917879,80.0,80.0,3358960.0,0.7602604019247099,3533,2686,0.9311121910836526,-0.24176080212809017,-0.11957717025523384,1.1728729932117428
MSFT|2026-06-18,MSFT,2026-06-18,0.7989134776703986,120.0,80.0,3795050.0,0.7892510574769843,4019,3172,0.8913882554021104,0.549192499041175,0.13226636754813173,0.34219575636093547
NVDA|2024-12-12,NVDA,2024-12-12,0.3650567663268318,4.0,3.0,61805.25,0.8611718408395278,4574,3939,0.48943390185810787,-0.05164442896961452,0.36167673333541556,0.5410783308277224
NVDA|2025-01-10,NVDA,2025-01-10,0.7330303474567597,4.0,4.0,67690.0,0.8738836854715748,4591,4012,0.6258157034115829,-0.13136749412013277,0.3668244031353145,0.7571831975317156
NVDA|2025-02-06,NVDA,2025-02-06,0.39192631785244436,5.0,6.0,70474.25,0.855836236933798,4592,3930,0.4514122306501706,-0.037535241477666376,0.7798943246148199,0.48894747212783696
NVDA|2025-03-05,NVDA,2025-03-05,0.8492569002127487,2.0,3.0,34488.0,0.9010008703220191,4596,4141,0.6810975052658982,-0.4134621961801096,0.8586454871419794,1.0945597014460078
NVDA|2025-03-31,NVDA,2025-03-31,0.47328316531805176,5.0,5.0,52927.49999999999,0.8737483674357858,4594,4014,0.5129558632391836,0.22174502829611226,0.9299081901651014,0.2912108349430714
NVDA|2025-04-25,NVDA,2025-04-25,0.45697573458872714,5.0,5.0,60689.75,0.8604094076655052,4592,3951,0.5251833405724975,0.1642343358862526,0.901042957679377,0.3609490046862449
NVDA|2025-05-21,NVDA,2025-05-21,0.372925601343253,5.0,4.0,66647.50000000001,0.8874128919860628,4592,4075,0.3789164162285519,-0.9338276485613941,-0.7290356673408586,1.312744064789946
NVDA|2025-06-17,NVDA,2025-06-17,0.34593697028369963,5.0,5.0,79389.75,0.8632497273718648,4585,3958,0.3487514159124891,-0.3618003685291889,-0.00001202332394510333,0.710551784441678
NVDA|2025-07-15,NVDA,2025-07-15,0.292594434853583,4.0,4.0,77177.25,0.8743740474635314,4593,4016,0.302817435325871,-0.3745402594727327,-8.642130719986e-6,0.6773576947986037
NVDA|2025-08-08,NVDA,2025-08-08,0.27389006052945425,4.0,4.0,82185.75,0.8629718524983635,4583,3955,0.28727168015521437,0.06477614619638405,-7.491927632338443e-6,0.22249553395883032
NVDA|2025-09-04,NVDA,2025-09-04,0.29293728212763,5.0,5.0,85251.25,0.862144420131291,4570,3940,0.31292269654132926,-0.16838453474873974,0.5844449985408366,0.481307231290069
NVDA|2025-09-30,NVDA,2025-09-30,0.2687666299349828,4.0,4.0,74434.0,0.8856956237753103,4593,4068,0.2935206872096963,0.10682128910981643,-7.23151666318962e-6,0.1866993980998799
NVDA|2025-10-24,NVDA,2025-10-24,0.2699273895327375,4.0,3.0,74046.0,0.8480035296712993,4533,3844,0.2954385513195828,-0.10585297733578974,-7.28627470421376e-6,0.40129152865537254
NVDA|2025-11-19,NVDA,2025-11-19,0.27064331916942014,200.0,200.0,3741300.0,0.9114447345517842,4596,4189,0.3686118008691364,-0.026147259629256403,-7.3392736357172535e-6,0.3947590604983928
NVDA|2025-12-16,NVDA,2025-12-16,0.28353511582383695,300.0,300.0,5287050.0,0.8936587491828285,4589,4101,0.4055425049840068,0.09690364649940689,-7.9481360363865e-6,0.30863885848459993
NVDA|2026-01-13,NVDA,2026-01-13,0.27071658680502736,400.0,400.0,7371600.000000001,0.8727868852459016,4575,3993,0.3321023157471846,-0.11016704110993063,-7.355205844340393e-6,0.4422693568571152
NVDA|2026-02-09,NVDA,2026-02-09,0.2616362732534294,300.0,300.0,5742375.0,0.8923953539338155,4563,4072,0.32113362477571283,0.08700633460421035,-0.5211794291359546,0.23412729017150247
NVDA|2026-03-06,NVDA,2026-03-06,0.27681660899628807,400.0,300.0,7235400.0,0.9036118363794604,4596,4153,0.3487920360453303,-0.6670169740863344,-1.1024218828117056,1.0158090101316648
NVDA|2026-04-01,NVDA,2026-04-01,0.283760392724932,400.0,400.0,7963875.0,0.8896641953772351,4586,4080,0.30441729082080005,-0.27555866780624966,-0.2838612127035518,0.5799759586270496
NVDA|2026-04-28,NVDA,2026-04-28,0.4709428275403082,300.0,300.0,8415800.0,0.8704674530362604,4578,3985,0.45158842133664046,0.10253605306465828,0.23822001892861489,0.34905236827198216
NVDA|2026-05-22,NVDA,2026-05-22,0.4613610149938133,300.0,300.0,7611275.0,0.8827782646801051,4564,4029,0.48783867081006843,-0.6835090596773618,-0.458931378105321,1.1713477304874302
ORCL|2024-12-12,ORCL,2024-12-12,1.982609680799648,3.0,5.0,70070.0,0.7003018542475204,2319,1624,2.137718459424122,1.2676247577608113,0.2840621824299153,0.8700937016633106
ORCL|2025-01-10,ORCL,2025-01-10,2.8934254942936324,2.0,2.0,69761.25,0.6739526411657559,2745,1850,2.962517988677999,0.29510196922092696,-0.0014938408689102347,2.667416019457072
ORCL|2025-02-06,ORCL,2025-02-06,2.5891084836455627,2.0,2.0,34514.0,0.6325071496663489,2098,1327,2.6352310829012158,0.7883709277463734,1.4402912875677842,1.8468601551548423
ORCL|2025-03-05,ORCL,2025-03-05,3.7809565820153934,1.0,2.0,24334.500000000004,0.6088666428316053,2797,1703,4.03103863583587,2.6890062226432176,3.0854193523843447,1.3420324131926522
ORCL|2025-03-31,ORCL,2025-03-31,1.8039470361154297,1.0,1.0,20791.125000000004,0.7291797119599248,3194,2329,2.199304381673187,1.5939459270008798,1.4470209475205427,0.6053584546723072
ORCL|2025-04-25,ORCL,2025-04-25,2.9099374363455737,1.0,1.0,20720.999999999996,0.6251256281407035,1990,1244,3.296239043287281,3.2395554736615475,3.638096742889156,0.05668356962573329
ORCL|2025-05-21,ORCL,2025-05-21,2.532286654849725,1.0,2.0,24061.875,0.6789652247667515,2358,1601,2.6381963696313733,1.677012970287309,1.5696024550516035,0.9611833993440644
ORCL|2025-06-17,ORCL,2025-06-17,1.897623226908594,2.0,2.0,41904.0,0.7729430379746836,2528,1954,1.9911708964369494,-0.45396693951903944,-0.24066515734811733,2.4451378359559888
ORCL|2025-07-15,ORCL,2025-07-15,2.1513704229593027,2.0,1.0,46301.0,0.6206896551724138,1885,1170,2.2942063112772644,1.4908226371009912,2.351443616008155,0.8033836741762732
ORCL|2025-08-08,ORCL,2025-08-08,2.203437363169,1.0,2.0,49612.0,0.6886387995712755,1866,1285,2.2099877463228035,1.9527357934326743,1.400908592147746,0.25725195289012914
ORCL|2025-09-04,ORCL,2025-09-04,2.2458788123791567,1.0,1.0,33366.0,0.6746370623398804,2342,1580,2.3712953765973097,1.7163381369999966,1.5756529716548098,0.6549572395973131
ORCL|2025-09-30,ORCL,2025-09-30,2.168413444163436,1.0,1.0,41929.49999999999,0.7292296072507553,2648,1931,2.360946565139013,0.446088292326271,0.9054231040851631,1.9148582728127421
ORCL|2025-10-24,ORCL,2025-10-24,2.292971161478004,1.0,2.0,56894.00000000001,0.7093345656192237,2164,1535,2.594266316470974,0.7272159299218535,1.5858846666081847,1.8670503865491206
ORCL|2025-11-19,ORCL,2025-11-19,2.450707363261339,80.0,80.0,1792600.0,0.7565957446808511,3525,2667,2.5336762317731356,1.4484123284150567,1.5455170572608148,1.0852639033580789
ORCL|2025-12-16,ORCL,2025-12-16,1.86447901261598,80.0,80.0,1888875.0,0.7729918509895227,3436,2656,1.9670103949986968,0.460535094252636,0.5320136058256495,1.5064753007460607
ORCL|2026-01-13,ORCL,2026-01-13,1.4856633486852442,80.0,80.0,1621800.0,0.78330550918197,2995,2346,1.7461059347266725,-0.44641499056961703,0.4952670659869882,2.1925209252962894
ORCL|2026-02-09,ORCL,2026-02-09,1.5994369981770054,80.0,80.0,1574400.0,0.7810067462376752,3854,3010,1.8748405051896218,0.41032930904153603,-0.0003646045111019411,1.4645111961480857
ORCL|2026-03-06,ORCL,2026-03-06,1.888693024427168,80.0,80.0,1256639.9999999998,0.8152679226816736,4087,3332,1.9741630678248747,-0.28440837061984886,0.6332920631715456,2.2585714384447235
ORCL|2026-04-01,ORCL,2026-04-01,1.0257462303826421,80.0,80.0,1463400.0,0.8411354581673307,4016,3378,1.1324702801813704,-0.4665959248749214,-0.00004744456443805923,1.5990662050562918
ORCL|2026-04-28,ORCL,2026-04-28,1.2014176728545822,80.0,80.0,1335960.0,0.8086239020495076,3757,3038,1.3736222033040477,0.009192089999725695,-0.5998440362330563,1.364430113304322
ORCL|2026-05-22,ORCL,2026-05-22,3.1199625604493932,100.0,100.0,2905425.0,0.6442507264425072,2409,1552,3.2646434154394846,1.241142834548035,1.29439075849974,2.0235005808914495
ORCL|2026-06-18,ORCL,2026-06-18,2.6618398637136482,100.0,100.0,2768100.0000000005,0.7055492638731596,3532,2492,2.751598265581861,2.9260490236536105,1.5982169819973029,-0.1744507580717496
PLTR|2024-12-12,PLTR,2024-12-12,0.6903693476013196,4.0,4.0,36122.5,0.841947392708814,4334,3649,1.0610372506025298,-0.9266211599913771,-0.6815238810838514,1.987658410593907
PLTR|2025-01-10,PLTR,2025-01-10,1.4845605700720184,3.0,3.0,26860.000000000004,0.8477134489749943,4439,3763,1.2947877192156676,-0.007128592685242703,1.4867125090214262,1.3019163119009103
PLTR|2025-02-06,PLTR,2025-02-06,1.370927203765532,4.0,3.0,52546.25,0.8236994219653179,4498,3705,1.2187046033503202,2.043560130657719,1.7957955942435735,-0.824855527307399
PLTR|2025-03-05,PLTR,2025-03-05,1.743476492125364,2.0,2.0,17867.0,0.8488017429193899,4590,3896,1.9169034608542612,0.9639719420583779,1.7050038643643344,0.9529315187958833
PLTR|2025-03-31,PLTR,2025-03-31,1.2000480019206907,3.0,3.0,24249.75,0.8678750818956104,4579,3974,1.2392895292961865,1.067658777100714,1.199238490838708,0.17163075219547252
PLTR|2025-04-25,PLTR,2025-04-25,0.9161704076956492,2.0,2.0,27577.5,0.8438120450033091,4533,3825,1.0443079466647116,0.9952228976919231,1.3763151249781904,0.049085048972788536
PLTR|2025-05-21,PLTR,2025-05-21,0.8176614881437456,2.0,2.0,30047.5,0.8921719955898567,4535,4046,0.957802253467981,-1.211726312310368,-0.7907951358663012,2.169528565778349
PLTR|2025-06-17,PLTR,2025-06-17,0.7337295472892446,2.0,2.0,27800.5,0.8600135470760895,4429,3809,0.9177925189097501,-0.630161481188163,-0.36306860463392354,1.547954000097913
PLTR|2025-07-15,PLTR,2025-07-15,1.0005002501251004,2.0,2.0,29849.0,0.8372620126926564,4412,3694,0.8774172701683003,-0.14968753899467607,-0.0001013774069430636,1.0271048091629764
PLTR|2025-08-08,PLTR,2025-08-08,1.066894270777554,2.0,2.0,37425.0,0.826046511627907,4300,3552,0.9468453288037547,-0.03205516544987621,-0.2674582682543283,0.9789004942536309
PLTR|2025-09-04,PLTR,2025-09-04,0.9672738997259758,2.0,2.0,31029.999999999996,0.8401722965313988,4411,3706,0.9561207917071287,0.015086582179173597,-0.000025628143505824715,0.9410342095279551
PLTR|2025-09-30,PLTR,2025-09-30,0.828706389326293,2.0,2.0,36070.00000000001,0.8407415680142953,4477,3764,0.7876273808173653,0.2945321523984982,0.8260329177309944,0.49309522841886705
PLTR|2025-10-24,PLTR,2025-10-24,0.813780008137831,2.0,2.0,36986.0,0.831799591002045,3912,3254,0.9727416874063098,0.2871423119836168,-0.000029265848113714673,0.685599375422693
PLTR|2025-11-19,PLTR,2025-11-19,1.7907240494240517,200.0,200.0,3283200.0,0.8498778592049745,4503,3827,1.7059884867747435,0.23855395123739315,-0.00045613924063120197,1.4674345355373504
PLTR|2025-12-16,PLTR,2025-12-16,1.356447193511065,200.0,200.0,3734250.0,0.8167020523708421,4239,3462,1.444998459754781,0.9856759927470582,1.0686829171490015,0.4593224670077227
PLTR|2026-01-13,PLTR,2026-01-13,1.4013060172083565,100.0,100.0,2683987.5,0.7967032967032966,3822,3045,1.4506033295902538,0.30472823627098417,0.2817298090210617,1.1458750933192696
PLTR|2026-02-09,PLTR,2026-02-09,1.037165082107959,100.0,100.0,2165999.9999999995,0.8430034129692833,4395,3705,1.0376574807074912,1.0260577526997512,0.6937218175505312,0.011599728007740007
PLTR|2026-03-06,PLTR,2026-03-06,0.9622478108862668,100.0,100.0,2370750.0,0.859514966135023,4577,3934,1.1047936093452393,0.8993670129588518,1.1136021537835274,0.2054265963863875
PLTR|2026-04-01,PLTR,2026-04-01,1.0151253679829846,200.0,100.0,3663312.5,0.8543046357615894,4530,3870,0.9069537782569792,0.0428349202958171,0.6768132262397373,0.8641188579611621
PLTR|2026-04-28,PLTR,2026-04-28,1.0529640939244371,100.0,100.0,2124375.0,0.8472837491256703,4289,3634,0.9963733686711207,0.2779083551467462,0.3524849825418072,0.7184650135243744
PLTR|2026-05-22,PLTR,2026-05-22,1.1061539028797291,200.0,300.0,3392125.0,0.7796442687747036,4048,3156,1.3189830478394118,0.4029021819207548,0.7295409336963183,0.916080865918657
PLTR|2026-06-18,PLTR,2026-06-18,1.1802195208309194,300.0,300.0,3870599.9999999995,0.8107546734364182,4333,3513,1.3505059020759298,0.1714692971590861,0.39036574058962215,1.1790366049168437
QQQ|2024-12-12,QQQ,2024-12-12,0.18960580952183131,6.0,8.0,317058.00000000006,0.8595113438045375,4584,3940,0.2090927371538988,-0.05811057461212664,-3.5805612365868435e-6,0.26720331176602546
QQQ|2025-01-10,QQQ,2025-01-10,0.29601855049612275,5.0,5.0,253890.0,0.8840043525571273,4595,4062,0.3185104148206723,-0.30539339883169087,0.09900943847775276,0.6239038136523631
QQQ|2025-02-06,QQQ,2025-02-06,0.18962378640759453,4.0,4.0,264165.0,0.8393285371702638,4587,3850,0.2079219257539771,0.019600202317188446,0.28374921071205944,0.18832172343678866
QQQ|2025-03-05,QQQ,2025-03-05,0.3031190954929177,2.0,2.0,99494.0,0.8899042645778938,4596,4090,0.3328073772749758,-0.011490902891182625,0.39819966240529897,0.3442982801661584
QQQ|2025-03-31,QQQ,2025-03-31,0.21721186845629492,2.0,2.0,116066.25,0.8909921671018277,4596,4095,0.2586133066964192,0.3673012620400445,0.5381447783001225,-0.1086879553436253
QQQ|2025-04-25,QQQ,2025-04-25,0.3175644920559078,2.0,2.0,163794.75,0.8798955613577023,4596,4044,0.268140330727922,0.07351135840905697,0.5300990226411307,0.194628972318865
QQQ|2025-05-21,QQQ,2025-05-21,0.09722235725318555,2.0,2.0,154707.00000000003,0.9083986074847694,4596,4175,0.1363315238276339,-0.47217800265720405,-0.28704929272832064,0.6085095264848379
QQQ|2025-06-17,QQQ,2025-06-17,0.09440463715569124,3.0,2.0,133215.0,0.8996953872932986,4596,4135,0.12253296968067204,-0.3186676631613918,-0.18783311026891866,0.4412006328420638
QQQ|2025-07-15,QQQ,2025-07-15,0.08945744062254243,4.0,4.0,279617.5,0.9055495103373232,4595,4161,0.0904392836382993,-0.23911756040140822,-8.017329742903204e-7,0.32955684403970753
QQQ|2025-08-08,QQQ,2025-08-08,0.08713002413493745,4.0,3.0,315389.24999999994,0.8829044919319669,4586,4049,0.08738748539072776,0.05493498476952804,-7.577439674325199e-7,0.03245250062119972
QQQ|2025-09-04,QQQ,2025-09-04,0.08734845044507425,6.0,6.0,428426.25,0.8730400696864111,4592,4009,0.08899441606637969,0.017082717744159617,-7.576384417131994e-7,0.07191169832222007
QQQ|2025-09-30,QQQ,2025-09-30,0.08362952122091495,4.0,3.0,239126.00000000003,0.8942328618063112,4595,4109,0.09248665298429844,-0.04541449535668181,-6.997934351236207e-7,0.13790114834098025
QQQ|2025-10-24,QQQ,2025-10-24,0.0809421668217322,3.0,3.0,309172.5,0.8859630032644178,4595,4071,0.08818724709084519,-0.10124561278433837,-0.16173705597315868,0.18943285987518355
QQQ|2025-11-19,QQQ,2025-11-19,0.16681680178812439,200.0,200.0,15559180.000000002,0.9142732811140122,4596,4202,0.15793097605714798,-0.2660261793471619,-0.24985810746270493,0.4239571554043099
QQQ|2025-12-16,QQQ,2025-12-16,0.16407698492117584,280.0,280.0,21902400.0,0.9033942558746736,4596,4152,0.17376162567403164,-0.23294687040362913,-0.32629088828415276,0.4067084960776608
QQQ|2026-01-13,QQQ,2026-01-13,0.15928385976725043,360.0,320.0,36220855.0,0.8962140992167101,4596,4119,0.12785238641914126,-0.2728587800269672,-0.15967808889106333,0.40071116644610844
QQQ|2026-02-09,QQQ,2026-02-09,0.08129222114820867,360.0,360.0,28256190.0,0.893603133159269,4596,4107,0.087485213534725,0.20545048794517878,0.1623422743366187,-0.11796527441045378
QQQ|2026-03-06,QQQ,2026-03-06,0.08289055959409242,200.0,200.0,13268090.0,0.9212358572671888,4596,4234,0.10447236557912169,-0.38642266965341004,-0.6621053836249327,0.49089503523253175
QQQ|2026-04-01,QQQ,2026-04-01,0.08545912917139602,320.0,360.0,23357800.000000004,0.9088337684943429,4596,4177,0.10384337449808444,-0.15849134276172255,-0.17048336294731026,0.262334717259807
QQQ|2026-04-28,QQQ,2026-04-28,0.1527020630047323,200.0,200.0,18416930.0,0.8735582154515779,4595,4014,0.18000067472063613,-0.09822175639214291,0.0761301550554239,0.27822243111277906
QQQ|2026-05-22,QQQ,2026-05-22,0.13941556993072307,120.0,200.0,17223720.0,0.8864229765013055,4596,4074,0.17704723925034288,-0.15469464901388327,-0.06936736923297415,0.3317418882642261
QQQ|2026-06-18,QQQ,2026-06-18,0.20313642643350016,160.0,120.0,11823840.0,0.8859878154917319,4596,4072,0.23816133484780214,0.16944963976587304,0.13521919010955913,0.06871169508192909
SPY|2024-12-12,SPY,2024-12-12,0.16480709329714563,7.0,6.0,424179.0,0.8549097313958609,4542,3883,0.1347712394249928,-0.1218193565500207,-0.08244974674657018,0.2565905959750135
SPY|2025-01-10,SPY,2025-01-10,0.17212889011276,3.0,4.0,233504.0,0.8929037875489769,4594,4102,0.17956808408614497,-0.4226446744252709,-0.1722567645569941,0.6022127585114159
SPY|2025-02-06,SPY,2025-02-06,0.1651554938973543,4.0,4.0,301600.0,0.8393091386095322,4574,3839,0.14801060150845113,-0.07343817252387662,0.08260093830149591,0.22144877403232777
SPY|2025-03-05,SPY,2025-03-05,0.2592038984273789,2.0,3.0,201222.0,0.88881636205396,4596,4085,0.260530767724034,-0.08384491857577876,0.17358323410689214,0.34437568629981274
SPY|2025-03-31,SPY,2025-03-31,0.18081220844117724,3.0,2.0,167277.0,0.8772578890097933,4595,4031,0.19622066208659186,0.24413140523556645,0.36193117431274935,-0.04791074314897459
SPY|2025-04-25,SPY,2025-04-25,0.27273471094641416,2.0,2.0,164934.0,0.8696315674732941,4587,3989,0.24305841581518767,-0.0608478091627158,0.27307896533892223,0.3039062249779035
SPY|2025-05-21,SPY,2025-05-21,0.08536137739110794,3.0,3.0,177700.5,0.9116623150565709,4596,4190,0.11739330705449331,-0.4806131592541609,-0.33800127174703054,0.5980064663086543
SPY|2025-06-17,SPY,2025-06-17,0.08357081372893727,4.0,4.0,210337.75,0.8946681175190424,4595,4111,0.10321022771934484,-0.261365644928503,-0.16643435204146764,0.36457587264784785
SPY|2025-07-15,SPY,2025-07-15,0.08007495015327071,5.0,5.0,343285.25,0.8933855526544822,4596,4106,0.08052938478052005,-0.314367208219972,-6.431604573125713e-7,0.39489659300049207
SPY|2025-08-08,SPY,2025-08-08,0.07853177002838604,6.0,6.0,382107.0,0.8840200566819272,4587,4055,0.07858479158437712,0.0408067025559706,-6.159545354879846e-7,0.037778089028406514
SPY|2025-09-04,SPY,2025-09-04,0.07735567365181364,6.0,6.0,419604.25,0.8537117903930131,4580,3910,0.07937103291109285,0.0698122271853315,0.15428229803698418,0.009558805725761343
SPY|2025-09-30,SPY,2025-09-30,0.07541307511889554,7.0,7.0,432331.25,0.87791077257889,4595,4034,0.07599944106719059,-0.01175533791845738,-5.693098079093351e-7,0.08775477898564797
SPY|2025-10-24,SPY,2025-10-24,0.07374903204388734,4.0,4.0,304859.25,0.8793103448275862,4582,4029,0.0770647374467163,-0.08986436981982823,-0.14744315144377507,0.16692910726654453
SPY|2025-11-19,SPY,2025-11-19,0.07559093211171512,320.0,280.0,21213920.0,0.9136205395996518,4596,4199,0.09821790108665783,-0.2584318119420246,-0.3011645657244987,0.3566497130286824
SPY|2025-12-16,SPY,2025-12-16,0.07377079414253185,320.0,320.0,22972610.0,0.9107919930374239,4596,4186,0.08078408444727042,-0.3329353847216693,-0.33192139729082404,0.4137194691689397
SPY|2026-01-13,SPY,2026-01-13,0.07212457356339322,440.0,480.0,33285840.000000004,0.8933855526544822,4596,4106,0.07206951645302043,-0.2562010951343205,-0.1445206792855358,0.32827061158734094
SPY|2026-02-09,SPY,2026-02-09,0.07196678013422456,440.0,440.0,33354960.0,0.8844647519582245,4596,4065,0.0722831204682889,0.07660532328929116,-5.167644919665509e-7,-0.004322202821002263
SPY|2026-03-06,SPY,2026-03-06,0.14815034296790924,240.0,240.0,17568135.0,0.918189730200174,4596,4220,0.125259252940028,-0.2069594306428045,-0.37046724099333295,0.33221868358283246
SPY|2026-04-01,SPY,2026-04-01,0.07620150726574441,280.0,280.0,21042400.0,0.9040469973890339,4596,4155,0.09274488327290055,-0.15142346735265264,-0.15222148225166218,0.2441683506255532
SPY|2026-04-28,SPY,2026-04-28,0.14064895427489704,280.0,240.0,21341100.0,0.8622193154567255,4587,3955,0.13814948939502952,-0.05804720384085818,-1.973740869873374e-6,0.1961966932358877
SPY|2026-05-22,SPY,2026-05-22,0.13380611493933103,160.0,160.0,13431600.0,0.8806360270093662,4591,4043,0.1279954246623607,-0.10370088827341452,-0.06690977185021812,0.2316963129357752
TSLA|2024-12-12,TSLA,2024-12-12,1.307951153969794,2.0,2.0,188930.25,0.8031618793141839,4491,3607,1.3555121534630659,-0.8042155650836312,-0.5898854560408925,2.159727718546697
TSLA|2025-01-10,TSLA,2025-01-10,1.8017554245706204,1.0,1.0,59344.125,0.7862100879222582,4322,3398,1.9573477093943021,0.17748568857337088,0.7576450128539223,1.7798620208209313
TSLA|2025-02-06,TSLA,2025-02-06,1.233552631810727,1.0,2.0,73858.0,0.8038190497840418,4399,3536,1.3093363371044153,-0.15415624957016733,0.41002884921131033,1.4634925866745827
TSLA|2025-03-05,TSLA,2025-03-05,2.342173537802568,1.0,1.0,54090.0,0.817199558985667,4535,3706,2.3795848004489577,0.475298591505373,1.108272603581468,1.9042862089435846
TSLA|2025-03-31,TSLA,2025-03-31,1.5938795027098445,1.0,1.0,38702.625,0.8388583973655324,4555,3821,1.6953697602759161,1.4808433243983987,0.988587744082214,0.2145264358775174
TSLA|2025-04-25,TSLA,2025-04-25,1.2335236487934382,2.0,2.0,55573.5,0.8350109409190372,4570,3816,1.297129690419498,1.4328093370763986,0.7033554746863269,-0.13567964665690058
TSLA|2025-05-21,TSLA,2025-05-21,1.1829769615242796,1.0,1.0,51742.50000000001,0.8385382059800665,4515,3786,1.2313623824570095,-0.9509213305430573,-0.4342057551839126,2.182283713000067
TSLA|2025-06-17,TSLA,2025-06-17,1.0967145565355285,1.0,1.0,48267.74999999999,0.8387677085675737,4447,3730,1.1163664801726243,-0.5453995929099618,-0.47028202880530623,1.661766073082586
TSLA|2025-07-15,TSLA,2025-07-15,0.7964192988326305,1.0,1.0,47189.25000000001,0.83915770609319,4464,3746,0.8465790391409528,-0.7475778623138686,-0.16038361821174052,1.5941569014548214
TSLA|2025-08-08,TSLA,2025-08-08,0.7582765889687645,1.0,1.0,50016.75000000001,0.8500893655049151,4476,3805,0.8235788862558457,0.19539235326002097,-0.3024345918807573,0.6281865329958247
TSLA|2025-09-04,TSLA,2025-09-04,0.5992688919512738,1.0,1.0,50231.25,0.8265398550724637,4416,3650,0.7168714154726423,-0.0010714940852039321,0.29910790605411886,0.7179429095578462
TSLA|2025-09-30,TSLA,2025-09-30,0.6850566313482175,1.0,1.0,65667.75,0.8578970523537176,4546,3900,0.7345866119597942,0.3461025273359666,0.5744572547111144,0.38848408462382766
TSLA|2025-10-24,TSLA,2025-10-24,0.9242357725453926,1.0,1.0,65330.99999999999,0.8579443447037702,4456,3823,1.0360242763492438,-0.3164022044578012,-0.00004749579908636483,1.352426480807045
TSLA|2025-11-19,TSLA,2025-11-19,1.120029867462821,80.0,40.0,3214840.0,0.8539153323097171,4559,3893,1.1640010002053445,-0.10501248625697242,0.2463660251753551,1.2690134864623168
TSLA|2025-12-16,TSLA,2025-12-16,0.7319496000417545,80.0,80.0,3834240.0,0.8597681032596806,4571,3930,0.7715476202526901,0.8826598681620907,0.9310344899337724,-0.11111224790940066
TSLA|2026-01-13,TSLA,2026-01-13,0.6686577809477363,80.0,80.0,4476500.0,0.8372820742065266,4474,3746,0.7007209755132031,-0.35625860148043803,-0.22229940663999812,1.0569795769936412
TSLA|2026-02-09,TSLA,2026-02-09,0.5956848588817152,80.0,80.0,3362319.9999999995,0.8434389140271493,4420,3728,0.668371995833472,0.4413456207336321,0.12052306177927663,0.22702637509983986
TSLA|2026-03-06,TSLA,2026-03-06,0.5029611840504057,80.0,80.0,3966150.0,0.8887437404746353,4593,4082,0.5580434828074156,0.08858802395084352,0.12539891151918586,0.469455458856572
TSLA|2026-04-01,TSLA,2026-04-01,0.5238070294898594,160.0,80.0,7633850.0,0.8715034965034965,4576,3988,0.4790645778820407,0.13859964593566204,-0.13119656646007888,0.34046493194637867
TSLA|2026-04-28,TSLA,2026-04-28,0.6652917304239422,80.0,80.0,3748850.0,0.8523714094856379,4491,3828,0.7842091848677638,0.10392028055051797,0.26508937409519906,0.6802889043172459
TSLA|2026-05-22,TSLA,2026-05-22,0.8199889887192143,80.0,80.0,5125560.0,0.8228275551553355,4442,3655,0.9015754666732588,-0.2986575646915948,-0.5932532957420694,1.2002330313648537
TSLA|2026-06-18,TSLA,2026-06-18,1.0288065843619354,80.0,80.0,3926525.0,0.8122962272938985,4294,3488,1.1272551366349257,0.9530119167313025,1.4248375249453853,0.17424321990362324
