horizon,n_fills,net_mean_bps,net_median_bps,shuffle_z,oos,markout_median_bps,half_spread_median_bps,fdr_survive
1,5326817,-0.3100992786200666,-0.21647247259832372,54.41366867807166,consistent(-0.00/-0.33),-0.23801023443986447,0.6437906392835192,true
5,5326817,-0.3005270712341291,-0.18888773457693098,38.24858112475566,consistent(-0.00/-0.30),-0.22428061991142945,0.6437906392835192,true
15,5326817,-0.2768203417387315,-0.16087774900879914,23.519717865689664,consistent(-0.00/-0.27),-0.20665426741043408,0.6437906392835192,true
