frac,n_trades,directional_precision,mean_fwd_return,dollar_per_trade,total_dollar_pnl,net_per_period,sharpe_net,breakeven_cost_bps
0.01,766,0.5182767624020888,0.003649311165087934,813.663461775023,623266.2117196677,0.006492356372079871,1.6971087837058347,27.22144416777276
0.02,1724,0.5121809744779582,0.002540708242154101,241.87712037655618,416996.15552918287,0.004343709953428988,1.6123090859698628,20.69051053449751
0.05,4590,0.5159041394335512,0.0016771850246318617,56.5829086038518,259715.55049167975,0.002705370317621664,1.3092903674294345,15.927919572710069
0.1,9344,0.5120933219178082,0.001262163881943523,19.924563689873477,186175.12311817775,0.0019393241991476848,1.134797829982832,13.566796102650006
0.2,18718,0.5079068276525269,0.0008430919017604295,6.059669051768315,113424.88531099932,0.001181509221989576,0.9100432008090631,11.12593360056325
0.33,31056,0.5028013910355487,0.0004565675757942158,1.597564021398475,49613.94824855104,0.0005168119609224067,0.5237626330572976,7.747424725995146
0.5,47084,0.5003398181972645,0.00022616559684047048,0.30963441322503177,14578.826712287395,0.0001518627782529937,0.2110769170398369,5.234598814739784
